position,name,count,sex,year
50,Elizabeth,87,FEMALE,2015
50,Jordan,125,MALE,2014
50,Lola,91,FEMALE,2014
50,Luke,133,MALE,2013
50,Evelyn,97,FEMALE,2013
50,Hudson,134,MALE,2012
50,Imogen,98,FEMALE,2012
50,Leo,123,MALE,2011
50,Annabelle,83,FEMALE,2011
50,Adam,131,MALE,2010
50,Isabel,91,FEMALE,2010
50,Aiden,129,MALE,2009
50,Layla,91,FEMALE,2009
50,Luca,130,MALE,2008
50,Alyssa,88,FEMALE,2008
51,Jackson,128,MALE,2020
51,Alice,122,FEMALE,2020
51,Daniel,146,MALE,2019
51,Sadie,119,FEMALE,2019
51,Aiden,119,MALE,2018
51,Stella,95,FEMALE,2018
51,Jayden,127,MALE,2017
51,Annabelle,93,FEMALE,2017
51,Riley,120,MALE,2016
51,Alexis,86,FEMALE,2016
51,Finn,116,MALE,2015
51,Sofia,84,FEMALE,2015
51,Zachary,118,MALE,2014
51,Aria,88,FEMALE,2014
51,Flynn,131,MALE,2013
51,Poppy,95,FEMALE,2013
51,Jaxon,132,MALE,2012
51,Eliza,97,FEMALE,2012
51,Jordan,122,MALE,2011
51,Imogen,83,FEMALE,2011
51,Connor,127,MALE,2010
51,Milla,91,FEMALE,2010
51,Mason,121,MALE,2009
51,Annabelle,90,FEMALE,2009
51,Zachary,129,MALE,2008
51,Samantha,88,FEMALE,2008
52,Jasper,128,MALE,2020
52,Harriet,117,FEMALE,2020
52,Muhammad,144,MALE,2019
52,Stella,119,FEMALE,2019
52,Darcy,118,MALE,2018
52,Elsie,95,FEMALE,2018
52,Lincoln,126,MALE,2017
52,Mackenzie,88,FEMALE,2017
52,Louis,119,MALE,2016
52,Jasmine,85,FEMALE,2016
52,Tyler,111,MALE,2015
52,Savannah,83,FEMALE,2015
52,Ryder,117,MALE,2014
52,Indiana,86,FEMALE,2014
52,Nicholas,129,MALE,2013
52,Lola,95,FEMALE,2013
52,Michael,131,MALE,2012
52,Poppy,96,FEMALE,2012
52,Dylan,120,MALE,2011
52,Violet,83,FEMALE,2011
52,Dylan,127,MALE,2010
52,Amy,88,FEMALE,2010
52,Connor,119,MALE,2009
52,Kayla,90,FEMALE,2009
52,Connor,125,MALE,2008
52,Sophia,88,FEMALE,2008
53,Jude,127,MALE,2020
53,Poppy,114,FEMALE,2020
53,Arthur,141,MALE,2019
53,Harriet,118,FEMALE,2019
53,Angus,118,MALE,2018
53,Jasmine,93,FEMALE,2018
53,Jaxon,122,MALE,2017
53,Elizabeth,88,FEMALE,2017
53,Zachary,118,MALE,2016
53,Eliza,85,FEMALE,2016
53,Zachary,109,MALE,2015
53,Victoria,79,FEMALE,2015
53,Nate,116,MALE,2014
53,Holly,86,FEMALE,2014
53,Jordan,129,MALE,2013
53,Holly,93,FEMALE,2013
53,Mitchell,126,MALE,2012
53,Bella,89,FEMALE,2012
53,Flynn,119,MALE,2011
53,Eliza,82,FEMALE,2011
53,Zachary,126,MALE,2010
53,Eliza,86,FEMALE,2010
53,Adam,118,MALE,2009
53,Amy,89,FEMALE,2009
53,Darcy,124,MALE,2008
53,Jade,87,FEMALE,2008
54,Spencer,125,MALE,2020
54,Frankie,113,FEMALE,2020
54,Joseph,131,MALE,2019
54,Daisy,115,FEMALE,2019
54,Jasper,116,MALE,2018
54,Frankie,92,FEMALE,2018
54,Eli,121,MALE,2017
54,Sarah,87,FEMALE,2017
54,Arlo,115,MALE,2016
54,Eleanor,85,FEMALE,2016
54,Ryder,109,MALE,2015
54,Milla,78,FEMALE,2015
54,Luca,115,MALE,2014
54,Sarah,85,FEMALE,2014
54,Nathan,127,MALE,2013
54,Alexandra,92,FEMALE,2013
54,Ryder,125,MALE,2012
54,Alexandra,89,FEMALE,2012
54,Ryder,119,MALE,2011
54,Addison,81,FEMALE,2011
54,Zac,125,MALE,2010
54,Imogen,82,FEMALE,2010
54,Aidan,117,MALE,2009
54,Charli,89,FEMALE,2009
54,Adam,122,MALE,2008
54,Lara,87,FEMALE,2008
55,Austin,120,MALE,2020
55,Elsie,111,FEMALE,2020
55,Kai,129,MALE,2019
55,Penelope,112,FEMALE,2019
55,Louis,115,MALE,2018
55,Emilia,92,FEMALE,2018
55,Muhammad,119,MALE,2017
55,Sofia,86,FEMALE,2017
55,Jackson,114,MALE,2016
55,Alexandra,85,FEMALE,2016
55,Hamish,104,MALE,2015
55,Madison,78,FEMALE,2015
55,Jake,115,MALE,2014
55,Alexandra,85,FEMALE,2014
55,Ryder,125,MALE,2013
55,Elizabeth,88,FEMALE,2013
55,Nathan,125,MALE,2012
55,Molly,87,FEMALE,2012
55,Adam,115,MALE,2011
55,Claire,81,FEMALE,2011
55,Archer,124,MALE,2010
55,Bella,81,FEMALE,2010
55,Ryder,114,MALE,2009
55,Eva,89,FEMALE,2009
55,Jesse,122,MALE,2008
55,Amber,86,FEMALE,2008
56,Lincoln,120,MALE,2020
56,Mackenzie,105,FEMALE,2020
56,Michael,126,MALE,2019
56,Elizabeth,109,FEMALE,2019
56,Riley,113,MALE,2018
56,Lola,89,FEMALE,2018
56,Flynn,115,MALE,2017
56,Maddison,85,FEMALE,2017
56,Muhammad,110,MALE,2016
56,Mackenzie,84,FEMALE,2016
56,Dylan,104,MALE,2015
56,Holly,78,FEMALE,2015
56,Michael,114,MALE,2014
56,Anna,84,FEMALE,2014
56,Matthew,124,MALE,2013
56,Bella,88,FEMALE,2013
56,Leo,122,MALE,2012
56,Violet,85,FEMALE,2012
56,Connor,115,MALE,2011
56,Alyssa,80,FEMALE,2011
56,Ryder,122,MALE,2010
56,Mikayla,81,FEMALE,2010
56,Sebastian,112,MALE,2009
56,Claire,86,FEMALE,2009
56,Joseph,119,MALE,2008
56,Charli,86,FEMALE,2008
57,River,119,MALE,2020
57,Jasmine,103,FEMALE,2020
57,Riley,124,MALE,2019
57,Piper,108,FEMALE,2019
57,Jackson,113,MALE,2018
57,Heidi,89,FEMALE,2018
57,Adam,111,MALE,2017
57,Phoebe,82,FEMALE,2017
57,Michael,109,MALE,2016
57,Lola,84,FEMALE,2016
57,Spencer,103,MALE,2015
57,Billie,78,FEMALE,2015
57,Matthew,107,MALE,2014
57,Madison,83,FEMALE,2014
57,Michael,121,MALE,2013
57,Rose,87,FEMALE,2013
57,Hamish,121,MALE,2012
57,Paige,85,FEMALE,2012
57,Archer,110,MALE,2011
57,Lola,80,FEMALE,2011
57,Seth,115,MALE,2010
57,Audrey,80,FEMALE,2010
57,Hayden,111,MALE,2009
57,Jade,86,FEMALE,2009
57,Alex,117,MALE,2008
57,Eliza,86,FEMALE,2008
58,Felix,118,MALE,2020
58,Freya,102,FEMALE,2020
58,Jaxon,122,MALE,2019
58,Freya,106,FEMALE,2019
58,Zachary,108,MALE,2018
58,Eliza,89,FEMALE,2018
58,Hamish,110,MALE,2017
58,Eleanor,81,FEMALE,2017
58,Hugo,109,MALE,2016
58,Harriet,84,FEMALE,2016
58,Jordan,103,MALE,2015
58,Hazel,77,FEMALE,2015
58,Tyler,103,MALE,2014
58,Elizabeth,83,FEMALE,2014
58,Dylan,121,MALE,2013
58,Paige,84,FEMALE,2013
58,Jordan,120,MALE,2012
58,Hayley,85,FEMALE,2012
58,Finn,110,MALE,2011
58,Alexandra,79,FEMALE,2011
58,Darcy,114,MALE,2010
58,Lilly,80,FEMALE,2010
58,Zachary,111,MALE,2009
58,Isabel,85,FEMALE,2009
58,Brodie,117,MALE,2008
58,Natalie,85,FEMALE,2008
59,Eli,117,MALE,2020
59,Stella,100,FEMALE,2020
59,Zachary,121,MALE,2019
59,Elsie,105,FEMALE,2019
59,Eli,108,MALE,2018
59,Summer,84,FEMALE,2018
59,Spencer,109,MALE,2017
59,Daisy,81,FEMALE,2017
59,Austin,107,MALE,2016
59,Stella,83,FEMALE,2016
59,Jake,103,MALE,2015
59,Eden,77,FEMALE,2015
59,Nicholas,103,MALE,2014
59,Savannah,82,FEMALE,2014
59,Mitchell,119,MALE,2013
59,Addison,84,FEMALE,2013
59,Hayden,119,MALE,2012
59,Eve,85,FEMALE,2012
59,Mitchell,110,MALE,2011
59,Elizabeth,79,FEMALE,2011
59,Elijah,112,MALE,2010
59,Amber,79,FEMALE,2010
59,Hunter,109,MALE,2009
59,Lilly,85,FEMALE,2009
59,Hunter,117,MALE,2008
59,Phoebe,85,FEMALE,2008
60,Kai,116,MALE,2020
60,Elizabeth,97,FEMALE,2020
60,Adam,120,MALE,2019
60,Jasmine,105,FEMALE,2019
60,Flynn,106,MALE,2018
60,Rose,84,FEMALE,2018
60,Riley,107,MALE,2017
60,Lola,80,FEMALE,2017
60,Kai,106,MALE,2016
60,Phoebe,83,FEMALE,2016
60,Luke,100,MALE,2015
60,Anna,76,FEMALE,2015
60,Dylan,100,MALE,2014
60,Milla,80,FEMALE,2014
60,Finn,117,MALE,2013
60,Ellie,83,FEMALE,2013
60,Elijah,116,MALE,2012
60,Lola,83,FEMALE,2012
60,Elijah,107,MALE,2011
60,Harper,79,FEMALE,2011
60,Christian,110,MALE,2010
60,Poppy,79,FEMALE,2010
60,Gabriel,108,MALE,2009
60,Poppy,85,FEMALE,2009
60,Archer,115,MALE,2008
60,Annabelle,84,FEMALE,2008
61,Aiden,114,MALE,2020
61,Millie,95,FEMALE,2020
61,Eli,120,MALE,2019
61,Sarah,104,FEMALE,2019
61,Spencer,102,MALE,2018
61,Phoebe,84,FEMALE,2018
61,Louis,107,MALE,2017
61,Imogen,80,FEMALE,2017
61,Eli,105,MALE,2016
61,Frankie,83,FEMALE,2016
61,Adam,100,MALE,2015
61,Alyssa,75,FEMALE,2015
61,Kai,96,MALE,2014
61,Mackenzie,79,FEMALE,2014
61,Connor,116,MALE,2013
61,Eliza,82,FEMALE,2013
61,Finn,114,MALE,2012
61,Holly,82,FEMALE,2012
61,Jasper,107,MALE,2011
61,Charli,78,FEMALE,2011
61,Finn,109,MALE,2010
61,Annabelle,77,FEMALE,2010
61,Jesse,107,MALE,2009
61,Stephanie,85,FEMALE,2009
61,Marcus,114,MALE,2008
61,Madeleine,83,FEMALE,2008
62,Riley,114,MALE,2020
62,Rosie,95,FEMALE,2020
62,Spencer,120,MALE,2019
62,Mackenzie,97,FEMALE,2019
62,Kai,102,MALE,2018
62,Penelope,84,FEMALE,2018
62,Austin,106,MALE,2017
62,Anna,79,FEMALE,2017
62,Hamish,103,MALE,2016
62,Ayla,83,FEMALE,2016
62,Nate,95,MALE,2015
62,Harriet,73,FEMALE,2015
62,Spencer,95,MALE,2014
62,Alyssa,79,FEMALE,2014
62,Spencer,114,MALE,2013
62,Lilly,81,FEMALE,2013
62,Luca,113,MALE,2012
62,Annabelle,81,FEMALE,2012
62,Luca,107,MALE,2011
62,Molly,78,FEMALE,2011
62,Nate,109,MALE,2010
62,Heidi,76,FEMALE,2010
62,Zac,103,MALE,2009
62,Madeleine,84,FEMALE,2009
62,Caleb,113,MALE,2008
62,Summer,83,FEMALE,2008
63,Adam,112,MALE,2020
63,Quinn,91,FEMALE,2020
63,Aiden,118,MALE,2019
63,Eden,91,FEMALE,2019
63,Jaxon,98,MALE,2018
63,Ayla,84,FEMALE,2018
63,Angus,105,MALE,2017
63,Victoria,78,FEMALE,2017
63,Nathan,101,MALE,2016
63,Penelope,82,FEMALE,2016
63,Owen,94,MALE,2015
63,Alexis,73,FEMALE,2015
63,Luke,94,MALE,2014
63,Eden,78,FEMALE,2014
63,Eli,113,MALE,2013
63,Eve,81,FEMALE,2013
63,Marcus,110,MALE,2012
63,Victoria,79,FEMALE,2012
63,Marcus,105,MALE,2011
63,Ellie,77,FEMALE,2011
63,Hunter,108,MALE,2010
63,Abbey,74,FEMALE,2010
63,Jett,102,MALE,2009
63,Willow,84,FEMALE,2009
63,Aidan,112,MALE,2008
63,Gemma,81,FEMALE,2008
64,Jaxon,111,MALE,2020
64,Maeve,89,FEMALE,2020
64,Lincoln,118,MALE,2019
64,Eliza,90,FEMALE,2019
64,Arthur,97,MALE,2018
64,Piper,82,FEMALE,2018
64,Kai,104,MALE,2017
64,Alexis,78,FEMALE,2017
64,Fletcher,99,MALE,2016
64,Eden,81,FEMALE,2016
64,Blake,91,MALE,2015
64,Sadie,72,FEMALE,2015
64,Nathan,93,MALE,2014
64,Sadie,77,FEMALE,2014
64,Harvey,112,MALE,2013
64,Maddison,80,FEMALE,2013
64,Jasper,107,MALE,2012
64,Madeleine,78,FEMALE,2012
64,Hayden,104,MALE,2011
64,Amelie,74,FEMALE,2011
64,Marcus,108,MALE,2010
64,Alexandra,74,FEMALE,2010
64,Joseph,100,MALE,2009
64,Phoebe,83,FEMALE,2009
64,Mason,111,MALE,2008
64,Isla,81,FEMALE,2008
65,Angus,110,MALE,2020
65,Rose,88,FEMALE,2020
65,Flynn,116,MALE,2019
65,Heidi,89,FEMALE,2019
65,Joseph,96,MALE,2018
65,Mackenzie,81,FEMALE,2018
65,Michael,101,MALE,2017
65,Savannah,77,FEMALE,2017
65,Owen,98,MALE,2016
65,Emilia,80,FEMALE,2016
65,Lincoln,90,MALE,2015
65,Eve,72,FEMALE,2015
65,Finn,92,MALE,2014
65,Rose,75,FEMALE,2014
65,Lincoln,108,MALE,2013
65,Hayley,79,FEMALE,2013
65,Connor,105,MALE,2012
65,Addison,76,FEMALE,2012
65,Zac,103,MALE,2011
65,Hayley,74,FEMALE,2011
65,Leo,107,MALE,2010
65,Jade,74,FEMALE,2010
65,Darcy,99,MALE,2009
65,Lola,82,FEMALE,2009
65,Charles,110,MALE,2008
65,Kayla,81,FEMALE,2008
66,Sonny,110,MALE,2020
66,Kiara,86,FEMALE,2020
66,Carter,115,MALE,2019
66,Annabelle,88,FEMALE,2019
66,Adam,96,MALE,2018
66,Savannah,80,FEMALE,2018
66,Matthew,101,MALE,2017
66,Indiana,77,FEMALE,2017
66,Charles,96,MALE,2016
66,Rose,78,FEMALE,2016
66,Connor,90,MALE,2015
66,Lola,71,FEMALE,2015
66,Marcus,91,MALE,2014
66,Isabel,75,FEMALE,2014
66,Hugo,106,MALE,2013
66,Violet,78,FEMALE,2013
66,Nate,100,MALE,2012
66,Anna,75,FEMALE,2012
66,Christian,102,MALE,2011
66,Mila,73,FEMALE,2011
66,Bailey,104,MALE,2010
66,Kayla,74,FEMALE,2010
66,Seth,98,MALE,2009
66,Alexis,81,FEMALE,2009
66,Seth,107,MALE,2008
66,Isabel,79,FEMALE,2008
67,Leon,103,MALE,2020
67,Remi,85,FEMALE,2020
67,Charles,115,MALE,2019
67,Lola,88,FEMALE,2019
67,Beau,93,MALE,2018
67,Quinn,79,FEMALE,2018
67,Jasper,101,MALE,2017
67,Claire,77,FEMALE,2017
67,Jasper,95,MALE,2016
67,Anna,78,FEMALE,2016
67,Nathan,88,MALE,2015
67,Jessica,71,FEMALE,2015
67,Louis,91,MALE,2014
67,Chelsea,72,FEMALE,2014
67,Adam,106,MALE,2013
67,Olive,78,FEMALE,2013
67,Joseph,100,MALE,2012
67,Tahlia,74,FEMALE,2012
67,Harvey,102,MALE,2011
67,Lara,72,FEMALE,2011
67,Jasper,104,MALE,2010
67,Samantha,74,FEMALE,2010
67,Archer,97,MALE,2009
67,Stella,79,FEMALE,2009
67,Cody,106,MALE,2008
67,Tayla,79,FEMALE,2008
68,Leonardo,103,MALE,2020
68,Lola,84,FEMALE,2020
68,Austin,110,MALE,2019
68,Aurora,87,FEMALE,2019
68,Michael,92,MALE,2018
68,Madison,77,FEMALE,2018
68,Charles,101,MALE,2017
68,Bonnie,77,FEMALE,2017
68,Blake,90,MALE,2016
68,Annabelle,78,FEMALE,2016
68,Kai,87,MALE,2015
68,Alexandra,70,FEMALE,2015
68,Lincoln,91,MALE,2014
68,Emilia,71,FEMALE,2014
68,Louis,97,MALE,2013
68,Victoria,76,FEMALE,2013
68,George,99,MALE,2012
68,Ellie,73,FEMALE,2012
68,Joseph,99,MALE,2011
68,Mikayla,72,FEMALE,2011
68,Aaron,103,MALE,2010
68,Stephanie,73,FEMALE,2010
68,Declan,97,MALE,2009
68,Amelie,76,FEMALE,2009
68,Finn,105,MALE,2008
68,Eve,78,FEMALE,2008
69,Zachary,103,MALE,2020
69,Anna,83,FEMALE,2020
69,Felix,109,MALE,2019
69,Ariana,86,FEMALE,2019
69,Dylan,90,MALE,2018
69,Eden,77,FEMALE,2018
69,Ali,101,MALE,2017
69,Quinn,76,FEMALE,2017
69,Ryder,88,MALE,2016
69,Madison,76,FEMALE,2016
69,Eli,86,MALE,2015
69,Indiana,69,FEMALE,2015
69,Hamish,89,MALE,2014
69,Addison,71,FEMALE,2014
69,Joseph,96,MALE,2013
69,Madeleine,76,FEMALE,2013
69,Adam,99,MALE,2012
69,Alyssa,73,FEMALE,2012
69,Owen,99,MALE,2011
69,Phoebe,72,FEMALE,2011
69,Edward,102,MALE,2010
69,Violet,73,FEMALE,2010
69,Edward,96,MALE,2009
69,Audrey,76,FEMALE,2009
69,Joel,105,MALE,2008
69,Keira,76,FEMALE,2008
70,Gabriel,102,MALE,2020
70,Aurora,83,FEMALE,2020
70,Leon,109,MALE,2019
70,Phoebe,85,FEMALE,2019
70,Hamish,88,MALE,2018
70,Imogen,76,FEMALE,2018
70,Gabriel,100,MALE,2017
70,Eden,76,FEMALE,2017
70,Nathaniel,88,MALE,2016
70,Madeleine,76,FEMALE,2016
70,Chase,86,MALE,2015
70,Frankie,69,FEMALE,2015
70,Eli,88,MALE,2014
70,Madeleine,70,FEMALE,2014
70,Hamish,95,MALE,2013
70,Heidi,76,FEMALE,2013
70,Chase,94,MALE,2012
70,Rose,72,FEMALE,2012
70,Hudson,97,MALE,2011
70,Tahlia,72,FEMALE,2011
70,Alex,99,MALE,2010
70,Harper,72,FEMALE,2010
70,Lincoln,95,MALE,2009
70,Paige,76,FEMALE,2009
70,Aiden,103,MALE,2008
70,Alexis,74,FEMALE,2008
71,Darcy,99,MALE,2020
71,Amber,81,FEMALE,2020
71,Darcy,108,MALE,2019
71,Bonnie,83,FEMALE,2019
71,Nathan,86,MALE,2018
71,Alexis,75,FEMALE,2018
71,Connor,99,MALE,2017
71,Aurora,74,FEMALE,2017
71,Jude,87,MALE,2016
71,Victoria,74,FEMALE,2016
71,Beau,83,MALE,2015
71,Chelsea,68,FEMALE,2015
71,Austin,87,MALE,2014
71,Eliza,70,FEMALE,2014
71,George,95,MALE,2013
71,Eden,76,FEMALE,2013
71,Christian,93,MALE,2012
71,Pippa,72,FEMALE,2012
71,Chase,95,MALE,2011
71,Eve,71,FEMALE,2011
71,Charles,94,MALE,2010
71,Addison,70,FEMALE,2010
71,Alex,94,MALE,2009
71,Caitlin,75,FEMALE,2009
71,Sam,102,MALE,2008
71,Kiara,74,FEMALE,2008
72,Beau,98,MALE,2020
72,Maggie,81,FEMALE,2020
72,Jude,106,MALE,2019
72,Charlie,83,FEMALE,2019
72,Christian,86,MALE,2018
72,Anna,74,FEMALE,2018
72,Blake,98,MALE,2017
72,Summer,73,FEMALE,2017
72,Jake,86,MALE,2016
72,Sadie,74,FEMALE,2016
72,Austin,83,MALE,2015
72,Phoebe,67,FEMALE,2015
72,Owen,86,MALE,2014
72,Paige,69,FEMALE,2014
72,Nate,93,MALE,2013
72,Molly,75,FEMALE,2013
72,Bailey,93,MALE,2012
72,Claire,72,FEMALE,2012
72,Eli,95,MALE,2011
72,Madeleine,71,FEMALE,2011
72,Jesse,92,MALE,2010
72,Charli,70,FEMALE,2010
72,Caleb,94,MALE,2009
72,Gemma,75,FEMALE,2009
72,Andrew,100,MALE,2008
72,Madeline,72,FEMALE,2008
73,Michael,95,MALE,2020
73,Eloise,77,FEMALE,2020
73,Beau,105,MALE,2019
73,Imogen,83,FEMALE,2019
73,Tyler,85,MALE,2018
73,Ariana,73,FEMALE,2018
73,Joseph,97,MALE,2017
73,Rose,73,FEMALE,2017
73,Chase,86,MALE,2016
73,Charlie,74,FEMALE,2016
73,Ashton,83,MALE,2015
73,Rose,66,FEMALE,2015
73,Adam,86,MALE,2014
73,Harriet,69,FEMALE,2014
73,Braxton,90,MALE,2013
73,Isabel,75,FEMALE,2013
73,Owen,92,MALE,2012
73,Phoebe,71,FEMALE,2012
73,Bailey,94,MALE,2011
73,Alana,69,FEMALE,2011
73,Jett,92,MALE,2010
73,Madeleine,70,FEMALE,2010
73,Callum,93,MALE,2009
73,Bella,72,FEMALE,2009
73,Edward,98,MALE,2008
73,Evie,71,FEMALE,2008
74,Charles,93,MALE,2020
74,Bonnie,76,FEMALE,2020
74,Dylan,101,MALE,2019
74,Amber,81,FEMALE,2019
74,Nate,85,MALE,2018
74,Annabelle,73,FEMALE,2018
74,Caleb,97,MALE,2017
74,Heidi,73,FEMALE,2017
74,Theodore,85,MALE,2016
74,Addison,73,FEMALE,2016
74,Matthew,82,MALE,2015
74,Eleanor,66,FEMALE,2015
74,Caleb,84,MALE,2014
74,Victoria,66,FEMALE,2014
74,Chase,89,MALE,2013
74,Aria,73,FEMALE,2013
74,Harvey,92,MALE,2012
74,Piper,68,FEMALE,2012
74,Jesse,91,MALE,2011
74,Paige,69,FEMALE,2011
74,Joseph,91,MALE,2010
74,Eve,68,FEMALE,2010
74,Harvey,93,MALE,2009
74,Abbey,71,FEMALE,2009
74,Levi,97,MALE,2008
74,Layla,71,FEMALE,2008
75,Miles,93,MALE,2020
75,Charlie,76,FEMALE,2020
75,Connor,100,MALE,2019
75,Victoria,81,FEMALE,2019
75,Connor,85,MALE,2018
75,Bonnie,72,FEMALE,2018
75,Nate,93,MALE,2017
75,Florence,73,FEMALE,2017
75,Jaxon,85,MALE,2016
75,Aurora,72,FEMALE,2016
75,Marcus,82,MALE,2015
75,Claire,66,FEMALE,2015
